id_reserva,data_reserva,id_cliente,roteiro,modalidade,n_pessoas,mes_viagem,valor_total_R$,custo_operacional_R$,canal_origem,status
RES017556,2021-11-23,CLI017049,Caminho do Norte,Premium,2,Novembro,27639,19744,Facebook,Concluída
RES017557,2021-11-06,CLI027038,Caminho do Norte,Autoguiado,3,Novembro,31759,19831,Instagram,Concluída
RES017558,2020-06-05,CLI017241,Caminho do Norte,Premium,3,Junho,53518,32589,YouTube,Concluída
RES017559,2024-04-11,CLI018314,Caminho Francês,Guiado,4,Abril,63769,47160,Instagram,Concluída
RES017560,2023-12-25,CLI001881,Caminho Português,Guiado,5,Dezembro,78304,60051,Google,Cancelada
RES017561,2024-08-05,CLI026082,Via Francigena,Guiado,3,Agosto,49157,33795,WhatsApp,Concluída
RES017562,2026-01-31,CLI022960,Caminho Primitivo,Premium,2,Janeiro,26635,20500,WhatsApp,Concluída
RES017563,2024-02-09,CLI010090,Caminho Francês,Autoguiado,2,Fevereiro,24617,18706,YouTube,Concluída
RES017564,2023-12-15,CLI019404,Caminho Francês,Guiado,3,Dezembro,46148,28031,WhatsApp,Concluída
RES017565,2025-06-08,CLI006264,Caminho do Norte,Guiado,1,Junho,13111,9356,Indicação,Concluída
RES017566,2024-04-18,CLI024509,Caminho Primitivo,Premium,2,Abril,34955,20484,WhatsApp,Concluída
RES017567,2025-01-22,CLI014373,Via Francigena,Autoguiado,3,Janeiro,43164,25188,Indicação,Concluída
RES017568,2023-05-14,CLI015005,Caminho Português,Guiado,1,Maio,13440,8209,YouTube,Concluída
RES017569,2020-08-26,CLI011669,Caminho Francês,Premium,3,Agosto,55384,42512,Google,Concluída
RES017570,2023-05-01,CLI007053,Caminho Primitivo,Autoguiado,2,Maio,27491,18865,WhatsApp,Cancelada
RES017571,2022-07-30,CLI025049,Caminho Primitivo,Autoguiado,4,Julho,44321,29739,Facebook,Concluída
RES017572,2024-12-30,CLI021987,Caminho Francês,Premium,2,Dezembro,49051,35357,YouTube,Concluída
RES017573,2021-10-26,CLI017597,Caminho Primitivo,Premium,6,Outubro,91251,61716,YouTube,Cancelada
RES017574,2020-08-08,CLI011748,Caminho Francês,Premium,2,Agosto,32258,25036,YouTube,Concluída
RES017575,2025-06-05,CLI011191,Caminho do Norte,Autoguiado,2,Junho,29463,21067,Google,Concluída
RES017576,2024-08-23,CLI015012,Caminho Primitivo,Guiado,3,Agosto,53308,36254,WhatsApp,Concluída
RES017577,2026-04-02,CLI008045,Caminho do Norte,Autoguiado,6,Abril,75979,51225,WhatsApp,Concluída
RES017578,2020-06-23,CLI005393,Caminho Primitivo,Premium,4,Junho,72800,49214,Google,Concluída
RES017579,2022-07-18,CLI014033,Caminho Francês,Premium,2,Julho,35057,22501,Indicação,Concluída
RES017580,2020-12-18,CLI002772,Caminho Português,Autoguiado,2,Dezembro,23755,14079,Google,Concluída
RES017581,2026-07-17,CLI026544,Caminho Português,Guiado,3,Julho,41907,30070,Instagram,Concluída
RES017582,2020-10-03,CLI026865,Via Francigena,Premium,2,Outubro,34397,20675,Google,Concluída
RES017583,2022-05-13,CLI025999,Caminho Primitivo,Guiado,2,Maio,27941,20623,Google,Concluída
RES017584,2025-11-16,CLI002612,Caminho do Norte,Premium,2,Novembro,37882,25966,YouTube,Concluída
RES017585,2022-07-03,CLI022773,Caminho Português,Premium,2,Julho,25557,16466,TikTok,Concluída
RES017586,2020-01-16,CLI006768,Via Francigena,Premium,3,Janeiro,42370,27544,Google,Cancelada
RES017587,2023-07-30,CLI000786,Caminho Francês,Guiado,2,Julho,27575,17345,Indicação,Concluída
RES017588,2024-04-23,CLI005429,Caminho Português,Premium,2,Abril,25196,19261,Google,Cancelada
RES017589,2021-08-30,CLI009961,Caminho Francês,Guiado,2,Agosto,33158,19360,Instagram,Concluída
RES017590,2021-05-31,CLI020290,Caminho Primitivo,Guiado,2,Maio,27941,16688,Google,Concluída
RES017591,2026-11-08,CLI002818,Caminho Primitivo,Autoguiado,1,Novembro,11330,7156,Indicação,Cancelada
RES017592,2024-09-10,CLI001761,Caminho Primitivo,Guiado,3,Setembro,50641,30680,TikTok,Concluída
RES017593,2022-09-20,CLI011239,Caminho Português,Autoguiado,3,Setembro,23126,15410,YouTube,Concluída
RES017594,2020-12-20,CLI027799,Caminho Português,Guiado,2,Dezembro,25908,17944,Facebook,Concluída
RES017595,2026-12-02,CLI020123,Caminho Francês,Guiado,5,Dezembro,86883,53325,WhatsApp,Concluída
RES017596,2024-05-14,CLI010049,Caminho Francês,Guiado,5,Maio,90206,66610,WhatsApp,Concluída
RES017597,2022-02-06,CLI014609,Caminho Francês,Guiado,2,Fevereiro,29002,18766,Facebook,Concluída
RES017598,2023-06-15,CLI002458,Caminho Português,Guiado,1,Junho,15660,10745,TikTok,Concluída
RES017599,2024-07-01,CLI015893,Caminho Português,Premium,3,Julho,37149,25886,Facebook,Concluída
RES017600,2022-06-17,CLI008451,Caminho Francês,Guiado,5,Junho,98847,60931,YouTube,Concluída
RES017601,2021-03-13,CLI012849,Via Francigena,Premium,2,Março,29129,19784,Indicação,Concluída
RES017602,2026-07-22,CLI021486,Caminho Primitivo,Premium,3,Julho,52013,37405,Instagram,Concluída
RES017603,2025-06-27,CLI017611,Caminho Português,Premium,2,Junho,27141,18674,Instagram,Concluída
RES017604,2024-01-25,CLI000174,Caminho Primitivo,Premium,2,Janeiro,34199,22531,WhatsApp,Concluída
RES017605,2020-09-25,CLI019138,Caminho Português,Autoguiado,2,Setembro,22316,14410,Instagram,Concluída
RES017606,2020-07-27,CLI009909,Caminho Francês,Autoguiado,1,Julho,15419,9096,Facebook,Concluída
RES017607,2022-06-24,CLI017348,Caminho Português,Autoguiado,3,Junho,39847,24608,WhatsApp,Concluída
RES017608,2023-09-06,CLI003604,Caminho Francês,Autoguiado,3,Setembro,39705,29078,TikTok,Concluída
RES017609,2025-08-14,CLI011428,Caminho Português,Autoguiado,2,Agosto,27126,17424,TikTok,Concluída
RES017610,2026-04-29,CLI020671,Caminho do Norte,Guiado,4,Abril,44753,29144,Facebook,Cancelada
RES017611,2023-02-08,CLI008235,Caminho do Norte,Premium,2,Fevereiro,33869,21165,Instagram,Concluída
RES017612,2023-05-04,CLI024126,Caminho Português,Premium,3,Maio,39878,25865,TikTok,Concluída
RES017613,2021-05-12,CLI018164,Caminho Francês,Premium,1,Maio,17012,10812,Facebook,Concluída
RES017614,2025-03-25,CLI003329,Caminho Primitivo,Autoguiado,2,Março,18577,13232,Indicação,Concluída
RES017615,2023-09-08,CLI021263,Caminho Português,Guiado,2,Setembro,21539,13357,Indicação,Concluída
RES017616,2025-08-19,CLI019205,Caminho Português,Premium,2,Agosto,24766,15498,Instagram,Concluída
RES017617,2026-11-17,CLI006066,Via Francigena,Autoguiado,2,Novembro,24956,19269,TikTok,Concluída
RES017618,2021-03-27,CLI000108,Via Francigena,Guiado,2,Março,24290,17546,Indicação,Concluída
RES017619,2021-12-09,CLI015297,Caminho Francês,Premium,2,Dezembro,43454,30557,Google,Concluída
RES017620,2026-04-21,CLI018452,Caminho Português,Premium,2,Abril,25196,15007,WhatsApp,Concluída
RES017621,2026-05-16,CLI026275,Via Francigena,Autoguiado,1,Maio,13296,8757,Google,Reagendada
RES017622,2023-04-12,CLI026274,Via Francigena,Premium,2,Abril,35166,26480,Indicação,Concluída
RES017623,2022-02-05,CLI017347,Caminho do Norte,Guiado,3,Fevereiro,39939,27997,Google,Concluída
RES017624,2026-05-13,CLI012301,Caminho Francês,Autoguiado,1,Maio,14396,10344,Google,Concluída
RES017625,2021-06-13,CLI015017,Caminho do Norte,Premium,3,Junho,58523,35020,YouTube,Concluída
RES017626,2023-01-25,CLI010882,Caminho do Norte,Guiado,1,Janeiro,12126,8736,Indicação,Concluída
RES017627,2021-02-20,CLI001425,Via Francigena,Guiado,3,Fevereiro,42852,26863,Facebook,Concluída
RES017628,2024-07-06,CLI017654,Caminho do Norte,Autoguiado,5,Julho,72180,47619,Instagram,Concluída
RES017629,2026-01-06,CLI001332,Caminho Francês,Premium,2,Janeiro,32388,21710,Google,Concluída
RES017630,2021-07-15,CLI025926,Caminho Português,Autoguiado,1,Julho,13282,8895,WhatsApp,Concluída
RES017631,2022-08-13,CLI027480,Caminho do Norte,Guiado,2,Agosto,28361,18601,Facebook,Concluída
RES017632,2020-01-17,CLI007978,Via Francigena,Guiado,2,Janeiro,28747,19952,Indicação,Cancelada
RES017633,2026-11-22,CLI008594,Caminho Francês,Autoguiado,3,Novembro,37963,25875,Facebook,Concluída
RES017634,2023-02-27,CLI025457,Caminho Francês,Autoguiado,2,Fevereiro,21376,14163,Facebook,Cancelada
RES017635,2021-06-16,CLI011314,Caminho Primitivo,Autoguiado,3,Junho,40584,24680,Facebook,Reagendada
RES017636,2024-07-05,CLI001601,Caminho do Norte,Autoguiado,2,Julho,22361,16927,Indicação,Concluída
RES017637,2020-08-27,CLI018587,Caminho do Norte,Guiado,1,Agosto,14180,10268,WhatsApp,Concluída
RES017638,2025-12-04,CLI000749,Caminho do Norte,Guiado,2,Dezembro,26222,16830,WhatsApp,Concluída
RES017639,2022-07-19,CLI003037,Caminho do Norte,Guiado,2,Julho,36916,25842,Instagram,Concluída
RES017640,2022-12-23,CLI013844,Caminho Português,Premium,3,Dezembro,44273,31372,WhatsApp,Cancelada
RES017641,2025-04-22,CLI011905,Caminho Primitivo,Guiado,3,Abril,41912,30496,WhatsApp,Concluída
RES017642,2024-03-23,CLI003910,Caminho Francês,Autoguiado,2,Março,25697,19873,YouTube,Concluída
RES017643,2022-04-06,CLI028672,Caminho do Norte,Autoguiado,2,Abril,24288,17989,Facebook,Concluída
RES017644,2023-04-13,CLI020824,Caminho Português,Guiado,3,Abril,41212,28910,Facebook,Concluída
RES017645,2026-11-04,CLI010262,Via Francigena,Autoguiado,4,Novembro,49913,38248,Facebook,Reagendada
RES017646,2024-03-15,CLI027413,Via Francigena,Autoguiado,3,Março,37098,27480,TikTok,Concluída
RES017647,2021-04-29,CLI003607,Via Francigena,Autoguiado,2,Abril,26593,20097,WhatsApp,Concluída
RES017648,2026-10-17,CLI016436,Caminho Português,Premium,2,Outubro,27974,20081,Google,Concluída
RES017649,2024-12-11,CLI024742,Caminho Francês,Premium,1,Dezembro,24525,15323,Google,Concluída
RES017650,2025-08-22,CLI012627,Caminho do Norte,Autoguiado,3,Agosto,31766,19047,Google,Concluída
RES017651,2025-03-13,CLI010802,Caminho Português,Guiado,1,Março,9463,5760,Google,Concluída
RES017652,2026-03-07,CLI006749,Caminho Francês,Guiado,2,Março,29652,22105,Facebook,Concluída
RES017653,2023-01-23,CLI010402,Caminho Primitivo,Premium,3,Janeiro,39952,24280,WhatsApp,Concluída
RES017654,2022-11-05,CLI014640,Caminho Português,Guiado,5,Novembro,53848,31988,Facebook,Reagendada
RES017655,2022-11-04,CLI016539,Caminho do Norte,Autoguiado,2,Novembro,25845,17945,Facebook,Concluída
RES017656,2020-09-26,CLI002773,Caminho Francês,Guiado,6,Setembro,95654,58663,Google,Concluída
RES017657,2022-01-07,CLI015421,Caminho do Norte,Autoguiado,3,Janeiro,31759,22963,TikTok,Reagendada
RES017658,2020-09-21,CLI029715,Caminho Primitivo,Guiado,2,Setembro,29234,22638,Instagram,Concluída
RES017659,2023-10-19,CLI006276,Caminho Francês,Autoguiado,2,Outubro,21243,12614,WhatsApp,Concluída
RES017660,2026-07-21,CLI006775,Caminho Português,Autoguiado,2,Julho,19823,13808,Instagram,Concluída
RES017661,2025-04-22,CLI002268,Caminho Português,Autoguiado,4,Abril,32806,23233,Instagram,Reagendada
RES017662,2020-11-12,CLI004793,Caminho do Norte,Guiado,5,Novembro,62195,40029,Google,Concluída
RES017663,2026-01-03,CLI005161,Via Francigena,Premium,2,Janeiro,26709,18500,Indicação,Concluída
RES017664,2025-01-22,CLI014199,Caminho Primitivo,Premium,1,Janeiro,16343,12231,Google,Concluída
RES017665,2026-02-11,CLI005041,Caminho Português,Guiado,1,Fevereiro,8635,6499,YouTube,Concluída
RES017666,2023-10-19,CLI005141,Caminho do Norte,Premium,2,Outubro,29102,21590,WhatsApp,Concluída
RES017667,2025-06-19,CLI024287,Caminho do Norte,Guiado,2,Junho,31925,18783,YouTube,Concluída
RES017668,2021-10-19,CLI001257,Caminho do Norte,Premium,3,Outubro,52433,40215,YouTube,Concluída
RES017669,2023-12-23,CLI006231,Via Francigena,Autoguiado,2,Dezembro,23474,14932,Facebook,Concluída
RES017670,2023-11-06,CLI003699,Caminho Português,Autoguiado,2,Novembro,22316,13586,Indicação,Reagendada
RES017671,2024-01-08,CLI003619,Caminho do Norte,Premium,4,Janeiro,74300,56686,WhatsApp,Concluída
RES017672,2022-11-14,CLI019042,Caminho Português,Premium,3,Novembro,39878,30514,YouTube,Concluída
RES017673,2024-04-04,CLI005101,Caminho Primitivo,Guiado,1,Abril,14617,10156,Google,Concluída
RES017674,2020-06-25,CLI005594,Caminho Primitivo,Premium,2,Junho,39849,27745,Google,Concluída
RES017675,2020-04-16,CLI028166,Via Francigena,Guiado,5,Abril,60367,35486,Instagram,Concluída
RES017676,2021-05-20,CLI007209,Caminho Primitivo,Guiado,2,Maio,22122,15971,Instagram,Reagendada
RES017677,2025-09-11,CLI000303,Via Francigena,Autoguiado,2,Setembro,22228,14517,Google,Concluída
RES017678,2022-08-27,CLI019862,Caminho Primitivo,Guiado,2,Agosto,37750,24809,YouTube,Concluída
RES017679,2022-03-06,CLI000181,Caminho Primitivo,Premium,1,Março,13440,10257,WhatsApp,Concluída
RES017680,2022-07-02,CLI010187,Via Francigena,Guiado,2,Julho,39514,25329,Google,Reagendada
RES017681,2020-10-23,CLI004270,Caminho Português,Premium,5,Outubro,56048,35391,Instagram,Concluída
RES017682,2026-09-28,CLI020915,Caminho Primitivo,Autoguiado,2,Setembro,28028,19176,TikTok,Concluída
RES017683,2023-04-11,CLI027293,Caminho Primitivo,Autoguiado,3,Abril,32379,23951,Facebook,Concluída
RES017684,2020-06-25,CLI019023,Caminho Português,Guiado,3,Junho,49012,33641,Google,Concluída
RES017685,2021-11-03,CLI006399,Caminho Português,Premium,2,Novembro,32835,19061,Instagram,Concluída
RES017686,2020-10-03,CLI009315,Caminho Francês,Autoguiado,3,Outubro,31864,21124,Facebook,Concluída
RES017687,2023-07-26,CLI004287,Via Francigena,Autoguiado,2,Julho,30938,19955,WhatsApp,Cancelada
RES017688,2022-08-15,CLI018818,Via Francigena,Autoguiado,2,Agosto,31560,23649,Google,Concluída
RES017689,2020-09-10,CLI015761,Via Francigena,Autoguiado,4,Setembro,55369,36568,Indicação,Concluída
RES017690,2024-04-26,CLI004704,Caminho do Norte,Autoguiado,2,Abril,21172,13479,Facebook,Concluída
RES017691,2024-04-15,CLI022931,Caminho do Norte,Guiado,1,Abril,14315,9444,WhatsApp,Concluída
RES017692,2021-07-16,CLI017419,Caminho do Norte,Guiado,2,Julho,34064,22869,TikTok,Concluída
RES017693,2024-10-31,CLI029918,Caminho do Norte,Premium,3,Outubro,56823,42429,Indicação,Concluída
RES017694,2024-05-08,CLI029953,Via Francigena,Premium,4,Maio,70332,52688,Facebook,Concluída
RES017695,2020-09-10,CLI011390,Caminho Português,Premium,2,Setembro,24502,19072,Facebook,Concluída
RES017696,2022-12-19,CLI011138,Caminho do Norte,Guiado,2,Dezembro,29074,22243,Instagram,Concluída
RES017697,2023-11-23,CLI029836,Caminho Francês,Premium,4,Novembro,71324,45191,Facebook,Concluída
RES017698,2024-09-16,CLI004513,Caminho do Norte,Premium,4,Setembro,69911,46015,Facebook,Concluída
RES017699,2026-05-18,CLI009865,Caminho Primitivo,Premium,4,Maio,75962,49189,Instagram,Cancelada
RES017700,2022-01-24,CLI008790,Caminho Francês,Autoguiado,4,Janeiro,57587,37967,WhatsApp,Concluída
RES017701,2023-03-31,CLI012841,Via Francigena,Premium,1,Março,13849,9028,Facebook,Concluída
RES017702,2023-01-10,CLI010848,Caminho Francês,Guiado,6,Janeiro,83061,64361,WhatsApp,Concluída
RES017703,2021-12-05,CLI004269,Caminho do Norte,Premium,3,Dezembro,62276,47613,Indicação,Concluída
RES017704,2026-08-24,CLI010581,Caminho Primitivo,Guiado,2,Agosto,32590,22063,Instagram,Concluída
RES017705,2022-09-13,CLI029075,Caminho Português,Guiado,2,Setembro,18571,10943,YouTube,Reagendada
RES017706,2024-03-04,CLI021400,Caminho Primitivo,Autoguiado,1,Março,9538,6495,Facebook,Concluída
RES017707,2024-05-27,CLI013415,Caminho do Norte,Autoguiado,2,Maio,24288,14366,YouTube,Concluída
RES017708,2021-04-17,CLI028634,Caminho Francês,Autoguiado,2,Abril,28793,21720,WhatsApp,Concluída
RES017709,2024-11-20,CLI006002,Caminho Português,Autoguiado,2,Novembro,24288,14803,TikTok,Concluída
RES017710,2023-11-27,CLI008322,Via Francigena,Premium,4,Novembro,76483,47191,Instagram,Concluída
RES017711,2026-04-04,CLI029716,Caminho Primitivo,Premium,4,Abril,68398,49257,TikTok,Concluída
RES017712,2022-02-16,CLI006046,Caminho Primitivo,Autoguiado,1,Fevereiro,9039,5891,Facebook,Concluída
RES017713,2023-06-28,CLI002896,Caminho Francês,Autoguiado,2,Junho,34148,23814,Google,Concluída
RES017714,2021-04-29,CLI019589,Caminho do Norte,Guiado,4,Abril,47254,34986,TikTok,Concluída
RES017715,2023-10-09,CLI007653,Caminho do Norte,Autoguiado,3,Outubro,26307,17461,TikTok,Concluída
RES017716,2020-05-17,CLI004297,Caminho Francês,Guiado,2,Maio,36782,26590,YouTube,Concluída
RES017717,2020-01-06,CLI027909,Caminho Português,Guiado,3,Janeiro,31418,24103,Google,Cancelada
RES017718,2025-08-24,CLI024372,Caminho Francês,Guiado,2,Agosto,30765,20658,Instagram,Concluída
RES017719,2026-07-25,CLI005589,Caminho Primitivo,Premium,2,Julho,42436,27051,Instagram,Concluída
RES017720,2025-02-14,CLI026306,Via Francigena,Premium,4,Fevereiro,62549,37923,Google,Concluída
RES017721,2021-09-20,CLI027451,Caminho Francês,Premium,1,Setembro,21514,16406,TikTok,Cancelada
RES017722,2022-02-16,CLI027075,Caminho Francês,Autoguiado,3,Fevereiro,35305,26609,WhatsApp,Concluída
RES017723,2024-11-17,CLI016283,Caminho Francês,Guiado,3,Novembro,52024,34884,Instagram,Concluída
RES017724,2024-06-12,CLI019523,Caminho Português,Autoguiado,1,Junho,9911,7690,WhatsApp,Concluída
RES017725,2026-07-14,CLI009703,Caminho Francês,Guiado,1,Julho,13787,8118,YouTube,Concluída
RES017726,2023-03-31,CLI022636,Caminho do Norte,Guiado,4,Março,52089,36003,Instagram,Concluída
RES017727,2020-11-09,CLI010414,Caminho Português,Premium,3,Novembro,37795,28663,Facebook,Cancelada
RES017728,2022-01-17,CLI020421,Via Francigena,Premium,4,Janeiro,76483,53939,Google,Concluída
RES017729,2024-12-05,CLI012420,Caminho Primitivo,Autoguiado,1,Dezembro,15364,9346,TikTok,Concluída
RES017730,2021-12-15,CLI021201,Via Francigena,Autoguiado,2,Dezembro,27206,20466,YouTube,Reagendada
RES017731,2025-08-21,CLI016351,Via Francigena,Premium,3,Agosto,62763,39953,YouTube,Concluída
RES017732,2022-12-18,CLI022066,Via Francigena,Premium,4,Dezembro,62650,47092,Google,Concluída
RES017733,2025-11-05,CLI014694,Caminho Francês,Guiado,1,Novembro,16991,13245,Facebook,Concluída
RES017734,2024-12-03,CLI004963,Via Francigena,Guiado,2,Dezembro,29774,20579,YouTube,Concluída
RES017735,2020-10-17,CLI023040,Caminho Primitivo,Guiado,1,Outubro,13000,7608,Facebook,Concluída
RES017736,2025-03-11,CLI026929,Caminho do Norte,Guiado,2,Março,21391,14983,TikTok,Concluída
RES017737,2021-03-18,CLI028244,Caminho Francês,Premium,1,Março,13158,9915,Facebook,Cancelada
RES017738,2020-03-06,CLI015649,Caminho Primitivo,Premium,5,Março,91823,68048,TikTok,Concluída
RES017739,2024-10-29,CLI028285,Caminho do Norte,Autoguiado,2,Outubro,26884,18800,Indicação,Concluída
RES017740,2025-10-17,CLI018710,Caminho Primitivo,Guiado,2,Outubro,31821,20019,Google,Concluída
RES017741,2023-08-04,CLI001045,Caminho Primitivo,Premium,6,Agosto,132482,79017,Facebook,Concluída
RES017742,2020-10-03,CLI011449,Caminho Português,Premium,2,Outubro,23808,16699,WhatsApp,Concluída
RES017743,2024-04-02,CLI015469,Caminho do Norte,Autoguiado,2,Abril,22211,15019,WhatsApp,Concluída
RES017744,2023-11-08,CLI027619,Caminho Francês,Autoguiado,1,Novembro,10331,7672,Instagram,Concluída
RES017745,2020-02-03,CLI015135,Caminho Primitivo,Guiado,2,Fevereiro,21776,15915,WhatsApp,Concluída
RES017746,2026-01-17,CLI012418,Via Francigena,Guiado,2,Janeiro,32033,18997,WhatsApp,Concluída
RES017747,2024-10-16,CLI021205,Caminho Francês,Premium,3,Outubro,52266,39530,Instagram,Concluída
RES017748,2022-12-06,CLI010280,Via Francigena,Autoguiado,5,Dezembro,75791,45046,TikTok,Concluída
RES017749,2026-02-02,CLI002767,Caminho do Norte,Premium,4,Fevereiro,52770,38046,WhatsApp,Concluída
RES017750,2020-01-17,CLI026755,Caminho Francês,Autoguiado,1,Janeiro,14106,9948,TikTok,Concluída
RES017751,2024-10-31,CLI004015,Via Francigena,Premium,2,Outubro,36704,28166,WhatsApp,Concluída
RES017752,2024-10-13,CLI013999,Caminho Português,Autoguiado,2,Outubro,22316,15859,WhatsApp,Concluída
RES017753,2021-01-19,CLI018594,Caminho Português,Premium,2,Janeiro,30752,17866,YouTube,Concluída
RES017754,2025-10-08,CLI023303,Caminho Francês,Autoguiado,1,Outubro,11783,7134,YouTube,Concluída
RES017755,2026-11-28,CLI015605,Via Francigena,Guiado,1,Novembro,16016,11586,TikTok,Concluída
RES017756,2021-11-12,CLI026160,Caminho Francês,Premium,2,Novembro,38936,28599,Instagram,Cancelada
RES017757,2025-10-10,CLI027636,Caminho do Norte,Premium,3,Outubro,38167,23387,Facebook,Concluída
RES017758,2022-06-11,CLI026211,Via Francigena,Guiado,5,Junho,96913,59872,Google,Concluída
RES017759,2021-07-07,CLI024612,Caminho Francês,Autoguiado,2,Julho,34811,26032,Google,Concluída
RES017760,2020-10-29,CLI003482,Caminho Português,Premium,2,Outubro,27280,19284,TikTok,Concluída
RES017761,2020-09-11,CLI023539,Caminho Francês,Autoguiado,2,Setembro,30536,22864,Instagram,Concluída
RES017762,2025-03-27,CLI013752,Caminho do Norte,Premium,4,Março,70460,45908,TikTok,Concluída
RES017763,2024-02-14,CLI022514,Caminho Primitivo,Guiado,2,Fevereiro,31397,19897,YouTube,Concluída
RES017764,2022-04-20,CLI028796,Caminho do Norte,Premium,2,Abril,25444,19542,YouTube,Concluída
RES017765,2024-05-03,CLI017883,Via Francigena,Guiado,3,Maio,47064,28443,Facebook,Concluída
RES017766,2020-03-24,CLI006847,Caminho Português,Guiado,4,Março,36750,21912,Facebook,Concluída
RES017767,2022-04-03,CLI025068,Caminho Primitivo,Guiado,4,Abril,45537,27070,TikTok,Concluída
RES017768,2020-03-29,CLI029205,Caminho Francês,Guiado,5,Março,70879,51692,YouTube,Concluída
RES017769,2024-03-09,CLI012219,Caminho Português,Guiado,3,Março,26734,19058,WhatsApp,Concluída
RES017770,2022-06-12,CLI026572,Caminho do Norte,Autoguiado,3,Junho,34429,25263,TikTok,Reagendada
RES017771,2026-11-06,CLI026614,Caminho Primitivo,Autoguiado,2,Novembro,21586,13241,Instagram,Concluída
RES017772,2023-04-10,CLI023340,Caminho Português,Premium,2,Abril,31446,22992,WhatsApp,Concluída
RES017773,2021-12-02,CLI019773,Caminho Francês,Premium,4,Dezembro,90640,56018,Instagram,Concluída
RES017774,2020-09-08,CLI013389,Caminho Primitivo,Autoguiado,1,Setembro,9988,7648,Facebook,Concluída
RES017775,2023-05-17,CLI010090,Caminho Primitivo,Premium,1,Maio,12939,9080,Facebook,Concluída
RES017776,2026-03-27,CLI022239,Via Francigena,Autoguiado,2,Março,26254,17976,Facebook,Concluída
RES017777,2022-04-26,CLI003735,Via Francigena,Autoguiado,1,Abril,12205,8690,Facebook,Concluída
RES017778,2024-07-25,CLI014984,Via Francigena,Guiado,1,Julho,16011,10298,WhatsApp,Concluída
RES017779,2026-10-11,CLI002145,Caminho Francês,Guiado,2,Outubro,30485,18294,Google,Concluída
RES017780,2021-10-02,CLI021190,Caminho Primitivo,Guiado,2,Outubro,27941,20509,YouTube,Concluída
RES017781,2024-10-27,CLI028215,Caminho do Norte,Premium,3,Outubro,55725,40589,Instagram,Concluída
RES017782,2022-05-29,CLI020392,Caminho Português,Premium,2,Maio,29363,18502,Indicação,Concluída
RES017783,2025-01-31,CLI018668,Caminho Francês,Premium,1,Janeiro,21514,15546,YouTube,Concluída
RES017784,2020-04-19,CLI021764,Caminho Primitivo,Premium,2,Abril,35712,23303,TikTok,Concluída
RES017785,2020-03-26,CLI022291,Caminho Português,Guiado,3,Março,31703,19412,Google,Concluída
RES017786,2020-05-18,CLI026049,Via Francigena,Guiado,5,Maio,86655,54254,TikTok,Reagendada
RES017787,2020-05-31,CLI002704,Caminho Português,Guiado,1,Maio,11363,7193,TikTok,Concluída
RES017788,2025-04-25,CLI028172,Caminho Português,Guiado,2,Abril,24507,18544,WhatsApp,Concluída
RES017789,2023-09-01,CLI017597,Caminho Francês,Autoguiado,1,Setembro,14977,10944,YouTube,Concluída
RES017790,2024-09-27,CLI001571,Caminho Primitivo,Autoguiado,5,Setembro,45914,35428,Google,Concluída
RES017791,2020-06-14,CLI021393,Caminho Francês,Autoguiado,3,Junho,34339,21268,YouTube,Concluída
RES017792,2026-06-22,CLI003003,Via Francigena,Autoguiado,4,Junho,45705,34174,Instagram,Concluída
RES017793,2024-04-22,CLI018762,Caminho Primitivo,Autoguiado,5,Abril,60676,46503,TikTok,Concluída
RES017794,2020-03-31,CLI005835,Caminho Português,Premium,1,Março,12039,8206,Instagram,Concluída
RES017795,2021-02-25,CLI027903,Caminho Português,Guiado,4,Fevereiro,47791,34181,TikTok,Concluída
RES017796,2021-11-22,CLI028783,Caminho do Norte,Autoguiado,2,Novembro,18057,10595,WhatsApp,Concluída
RES017797,2024-09-11,CLI015928,Caminho Francês,Premium,2,Setembro,29115,20747,WhatsApp,Concluída
RES017798,2023-11-29,CLI012215,Caminho Francês,Guiado,1,Novembro,18391,13339,YouTube,Concluída
RES017799,2025-02-13,CLI021636,Caminho Português,Guiado,2,Fevereiro,21687,14451,Indicação,Concluída
RES017800,2020-12-25,CLI023470,Caminho Primitivo,Guiado,2,Dezembro,30379,23227,Facebook,Concluída
RES017801,2023-04-12,CLI009968,Via Francigena,Guiado,2,Abril,34004,25446,YouTube,Concluída
RES017802,2025-03-31,CLI026109,Caminho Primitivo,Autoguiado,3,Março,33108,20401,Facebook,Concluída
RES017803,2020-03-15,CLI024739,Caminho Francês,Guiado,3,Março,51310,39160,WhatsApp,Concluída
RES017804,2024-01-09,CLI002945,Caminho Francês,Guiado,1,Janeiro,12794,8540,Google,Concluída
RES017805,2020-05-16,CLI004811,Caminho Português,Guiado,2,Maio,28068,20079,Indicação,Cancelada
RES017806,2021-01-04,CLI015228,Caminho Português,Guiado,4,Janeiro,56137,39654,Google,Cancelada
RES017807,2021-02-03,CLI029839,Caminho Português,Autoguiado,3,Fevereiro,31819,19007,Indicação,Concluída
RES017808,2024-04-18,CLI005417,Caminho Francês,Autoguiado,2,Abril,26470,18791,YouTube,Concluída
RES017809,2022-07-22,CLI001550,Caminho Português,Premium,3,Julho,44273,31302,Instagram,Concluída
RES017810,2022-01-15,CLI023365,Caminho Português,Premium,6,Janeiro,65174,38591,TikTok,Concluída
RES017811,2021-06-26,CLI019699,Caminho do Norte,Guiado,2,Junho,29074,21120,Indicação,Concluída
