id_cliente,Caminho Francês,Caminho Português,Caminho Primitivo,Caminho do Norte,Via Francigena
CLI002792,7.0,0.0,0.0,0.0,0.0
CLI002793,0.0,0.0,9.0,0.0,0.0
CLI002794,0.0,0.0,0.0,8.0,10.0
CLI002795,8.333333333333334,9.0,7.0,0.0,0.0
CLI002797,8.0,0.0,0.0,7.0,8.0
CLI002798,0.0,0.0,0.0,8.0,0.0
CLI002799,0.0,7.5,8.0,8.0,0.0
CLI002800,0.0,0.0,7.0,0.0,0.0
CLI002801,0.0,8.5,7.0,0.0,0.0
CLI002802,8.0,8.0,0.0,0.0,7.0
CLI002803,8.0,8.0,0.0,0.0,8.0
CLI002804,0.0,0.0,8.0,0.0,0.0
CLI002805,0.0,8.0,0.0,0.0,7.333333333333333
CLI002806,8.0,7.5,0.0,8.0,0.0
CLI002807,7.0,0.0,0.0,0.0,0.0
CLI002808,0.0,0.0,0.0,8.0,0.0
CLI002809,9.0,0.0,8.0,0.0,0.0
CLI002810,0.0,7.5,8.0,7.0,9.0
CLI002811,7.5,7.0,9.0,9.0,7.0
CLI002812,0.0,0.0,0.0,9.0,0.0
CLI002813,0.0,0.0,0.0,7.666666666666667,0.0
CLI002814,10.0,0.0,7.0,8.0,0.0
CLI002815,0.0,9.0,7.0,0.0,0.0
CLI002816,7.0,0.0,0.0,0.0,7.5
CLI002817,8.0,0.0,8.0,0.0,0.0
CLI002818,0.0,0.0,0.0,0.0,8.0
CLI002819,0.0,0.0,0.0,8.0,0.0
CLI002820,7.0,9.0,0.0,8.0,0.0
CLI002821,0.0,0.0,0.0,9.0,0.0
CLI002822,8.0,0.0,0.0,8.0,0.0
CLI002825,10.0,10.0,8.0,8.5,0.0
CLI002826,0.0,0.0,10.0,8.0,0.0
CLI002827,0.0,0.0,0.0,0.0,8.0
CLI002828,8.0,0.0,0.0,0.0,0.0
CLI002829,0.0,0.0,0.0,7.0,0.0
CLI002830,7.0,0.0,7.0,7.0,0.0
CLI002831,0.0,9.0,7.0,0.0,0.0
CLI002833,6.0,8.0,0.0,0.0,0.0
CLI002834,0.0,10.0,0.0,0.0,0.0
CLI002835,0.0,0.0,8.0,0.0,0.0
CLI002837,8.0,0.0,9.0,7.0,0.0
CLI002838,0.0,0.0,0.0,8.0,0.0
CLI002839,7.0,0.0,0.0,0.0,0.0
CLI002841,7.0,8.0,7.0,0.0,0.0
CLI002842,7.5,8.5,0.0,0.0,0.0
CLI002843,8.0,0.0,0.0,0.0,0.0
CLI002844,0.0,0.0,0.0,7.0,0.0
CLI002845,0.0,0.0,0.0,0.0,8.0
CLI002846,0.0,9.0,0.0,8.0,8.0
CLI002847,0.0,0.0,0.0,9.0,0.0
CLI002848,7.5,0.0,7.0,7.5,0.0
CLI002849,0.0,8.5,0.0,0.0,7.0
CLI002850,0.0,0.0,0.0,0.0,8.0
CLI002851,7.0,0.0,0.0,0.0,0.0
CLI002853,0.0,0.0,7.0,9.0,8.0
CLI002854,0.0,8.0,0.0,8.0,8.0
CLI002855,6.0,10.0,0.0,7.0,10.0
CLI002856,0.0,9.0,0.0,9.0,0.0
CLI002857,0.0,8.0,7.0,9.0,0.0
CLI002858,8.0,0.0,7.5,8.0,0.0
CLI002859,7.0,8.5,0.0,8.0,0.0
CLI002860,7.0,0.0,0.0,9.0,0.0
CLI002861,9.0,0.0,8.0,0.0,0.0
CLI002862,0.0,0.0,0.0,0.0,8.0
CLI002863,0.0,0.0,0.0,6.0,0.0
CLI002864,0.0,0.0,9.0,0.0,8.0
CLI002865,8.0,8.0,0.0,0.0,0.0
CLI002866,0.0,0.0,0.0,0.0,9.0
CLI002867,8.0,0.0,0.0,9.0,7.0
CLI002868,0.0,0.0,7.5,0.0,9.0
CLI002869,0.0,8.0,0.0,9.0,7.0
CLI002870,8.0,0.0,8.0,6.0,0.0
CLI002871,0.0,7.0,8.0,0.0,0.0
CLI002872,7.5,8.0,0.0,0.0,0.0
CLI002873,0.0,7.0,0.0,7.5,0.0
CLI002874,0.0,0.0,0.0,0.0,9.0
CLI002875,0.0,8.5,8.0,0.0,0.0
CLI002876,0.0,8.0,0.0,0.0,8.0
CLI002877,7.0,0.0,7.0,9.0,8.0
CLI002878,0.0,0.0,8.0,0.0,0.0
CLI002881,9.0,0.0,0.0,0.0,7.0
CLI002882,0.0,0.0,8.0,0.0,8.0
CLI002883,8.0,0.0,7.0,0.0,0.0
CLI002884,0.0,0.0,8.0,0.0,8.0
CLI002886,0.0,0.0,0.0,9.0,10.0
CLI002888,0.0,9.0,0.0,0.0,8.0
CLI002889,0.0,8.0,0.0,0.0,0.0
CLI002890,0.0,10.0,8.0,9.0,0.0
CLI002891,9.0,0.0,0.0,0.0,9.0
CLI002892,7.0,7.0,8.0,0.0,8.0
CLI002893,7.5,0.0,0.0,0.0,8.0
CLI002894,9.0,0.0,8.0,0.0,0.0
CLI002895,0.0,8.0,9.0,0.0,0.0
CLI002896,6.0,9.5,0.0,0.0,0.0
CLI002897,0.0,0.0,0.0,10.0,0.0
CLI002898,0.0,0.0,0.0,9.0,0.0
CLI002899,0.0,0.0,0.0,0.0,9.0
CLI002900,9.0,10.0,0.0,9.5,9.0
CLI002901,0.0,9.0,0.0,7.5,0.0
CLI002902,9.0,0.0,0.0,0.0,0.0
CLI002903,7.0,0.0,0.0,0.0,7.0
CLI002905,0.0,8.0,8.0,8.0,0.0
CLI002906,0.0,8.0,0.0,0.0,7.0
CLI002907,0.0,0.0,8.0,8.0,0.0
CLI002908,0.0,9.0,7.0,0.0,0.0
CLI002909,9.0,0.0,9.0,7.0,0.0
CLI002912,0.0,8.5,0.0,0.0,0.0
CLI002914,0.0,0.0,7.666666666666667,9.0,7.5
CLI002915,8.0,0.0,0.0,0.0,0.0
CLI002916,7.0,7.0,0.0,6.0,0.0
CLI002917,0.0,0.0,8.5,0.0,0.0
CLI002918,9.0,0.0,0.0,8.0,0.0
CLI002919,8.5,0.0,7.0,6.0,7.0
CLI002920,8.0,0.0,0.0,0.0,8.0
CLI002921,0.0,0.0,9.0,8.0,0.0
CLI002922,10.0,9.0,0.0,0.0,0.0
CLI002924,0.0,0.0,7.0,0.0,8.0
CLI002925,0.0,8.0,7.666666666666667,0.0,0.0
CLI002927,8.0,0.0,0.0,8.0,0.0
CLI002928,9.0,0.0,7.0,0.0,0.0
CLI002929,0.0,0.0,8.333333333333334,8.0,7.5
CLI002930,0.0,8.0,8.5,6.0,0.0
CLI002931,9.5,8.0,8.5,0.0,9.0
CLI002932,10.0,0.0,0.0,0.0,0.0
CLI002933,0.0,9.0,0.0,0.0,0.0
CLI002934,0.0,0.0,0.0,8.0,0.0
CLI002935,0.0,9.0,8.0,8.0,9.0
CLI002936,0.0,0.0,8.0,0.0,0.0
CLI002937,7.0,0.0,7.0,0.0,8.0
CLI002938,8.0,8.0,9.0,0.0,0.0
CLI002939,8.0,7.0,0.0,0.0,0.0
CLI002940,9.0,8.0,9.0,8.5,0.0
CLI002941,0.0,8.0,0.0,0.0,8.0
CLI002942,8.0,9.0,8.0,8.0,0.0
CLI002943,0.0,0.0,7.0,0.0,9.0
CLI002944,9.0,0.0,0.0,0.0,0.0
CLI002945,8.333333333333334,7.0,9.0,0.0,0.0
CLI002946,7.0,9.0,9.0,0.0,9.0
CLI002947,10.0,0.0,0.0,0.0,0.0
CLI002948,9.0,0.0,0.0,0.0,0.0
CLI002949,0.0,0.0,10.0,0.0,0.0
CLI002951,0.0,7.5,8.0,9.0,0.0
CLI002952,0.0,8.0,0.0,0.0,0.0
CLI002953,0.0,6.0,0.0,0.0,0.0
CLI002954,0.0,9.0,7.5,8.0,7.0
CLI002955,0.0,0.0,0.0,9.0,9.0
CLI002957,9.0,6.0,0.0,0.0,0.0
CLI002958,0.0,0.0,0.0,0.0,7.0
CLI002959,8.0,0.0,0.0,9.0,0.0
CLI002960,8.0,8.0,0.0,0.0,0.0
CLI002961,8.0,0.0,0.0,8.0,0.0
CLI002962,0.0,0.0,0.0,8.0,0.0
CLI002963,0.0,9.0,0.0,0.0,9.0
CLI002965,8.0,0.0,0.0,0.0,0.0
CLI002966,8.0,0.0,0.0,0.0,7.0
CLI002967,0.0,0.0,8.0,0.0,0.0
CLI002968,0.0,0.0,0.0,0.0,7.0
CLI002969,0.0,7.0,7.666666666666667,0.0,0.0
CLI002970,0.0,0.0,0.0,7.0,0.0
CLI002971,0.0,8.0,7.5,0.0,0.0
CLI002972,0.0,9.0,0.0,0.0,8.5
CLI002973,0.0,0.0,0.0,0.0,7.0
CLI002974,0.0,9.0,0.0,8.0,0.0
CLI002975,8.0,0.0,0.0,0.0,0.0
CLI002976,0.0,9.0,8.0,0.0,0.0
CLI002977,10.0,0.0,6.0,0.0,7.0
CLI002978,0.0,6.0,0.0,7.5,9.0
CLI002979,7.0,8.0,0.0,0.0,0.0
CLI002981,0.0,7.0,0.0,8.0,0.0
CLI002982,0.0,8.0,8.0,0.0,7.0
CLI002983,7.333333333333333,0.0,0.0,0.0,8.0
CLI002984,0.0,8.0,8.0,0.0,0.0
CLI002985,0.0,0.0,8.0,8.0,0.0
CLI002986,0.0,9.0,0.0,9.0,0.0
CLI002987,0.0,9.0,7.0,0.0,7.0
CLI002988,0.0,0.0,0.0,0.0,6.0
CLI002989,7.0,9.0,0.0,0.0,6.5
CLI002991,9.0,0.0,7.0,7.0,0.0
CLI002993,0.0,0.0,9.0,0.0,0.0
CLI002994,9.0,8.0,0.0,0.0,7.5
CLI002995,7.0,0.0,0.0,0.0,7.5
CLI002996,0.0,0.0,9.5,0.0,0.0
CLI002997,8.0,7.0,6.0,0.0,7.0
CLI002998,9.0,8.0,0.0,0.0,9.0
CLI003000,0.0,0.0,0.0,8.5,0.0
CLI003001,8.0,0.0,0.0,0.0,0.0
CLI003002,8.5,0.0,0.0,8.0,0.0
CLI003003,0.0,0.0,0.0,0.0,7.5
CLI003004,0.0,0.0,0.0,8.0,0.0
CLI003005,0.0,7.0,0.0,0.0,7.0
CLI003006,10.0,0.0,0.0,0.0,9.0
CLI003007,8.0,9.0,0.0,0.0,9.0
CLI003008,0.0,0.0,0.0,0.0,7.0
CLI003009,7.0,0.0,0.0,9.0,9.0
CLI003010,0.0,0.0,7.0,0.0,8.0
CLI003011,0.0,8.0,0.0,9.0,0.0
CLI003013,7.5,0.0,0.0,7.5,8.0
CLI003014,9.0,8.0,0.0,8.5,0.0
CLI003015,7.0,0.0,9.0,8.0,0.0
CLI003016,8.333333333333334,0.0,0.0,0.0,0.0
CLI003017,10.0,0.0,0.0,9.0,0.0
CLI003018,9.0,8.0,8.5,0.0,0.0
CLI003019,0.0,0.0,7.0,0.0,0.0
CLI003020,0.0,8.0,8.0,8.5,7.0
CLI003021,0.0,10.0,8.0,0.0,0.0
CLI003022,9.0,8.0,0.0,6.0,8.0
CLI003023,8.0,0.0,0.0,7.0,0.0
CLI003024,7.0,7.0,0.0,0.0,9.0
CLI003025,8.0,0.0,0.0,7.0,8.0
CLI003026,8.0,0.0,0.0,0.0,9.0
CLI003027,8.0,9.0,0.0,0.0,0.0
CLI003028,0.0,0.0,0.0,8.0,0.0
CLI003029,8.0,0.0,0.0,0.0,0.0
CLI003030,0.0,0.0,7.0,0.0,6.0
CLI003031,7.0,7.0,6.0,0.0,9.0
CLI003032,8.0,0.0,8.0,9.0,0.0
CLI003033,8.0,0.0,0.0,8.0,0.0
CLI003034,0.0,0.0,0.0,8.0,9.0
CLI003035,9.0,0.0,0.0,0.0,0.0
CLI003036,8.0,7.25,0.0,0.0,0.0
CLI003037,0.0,8.0,0.0,7.5,0.0
CLI003038,0.0,0.0,7.0,8.333333333333334,0.0
CLI003039,7.0,0.0,0.0,8.0,0.0
CLI003040,0.0,9.0,0.0,7.0,8.0
CLI003041,0.0,0.0,0.0,0.0,7.0
CLI003042,0.0,0.0,7.0,7.5,0.0
CLI003043,10.0,0.0,0.0,0.0,0.0
CLI003044,9.5,8.0,0.0,0.0,8.0
CLI003045,0.0,8.0,8.0,0.0,8.5
CLI003046,0.0,0.0,0.0,9.0,8.0
CLI003047,0.0,8.0,0.0,9.0,7.0
CLI003048,8.0,0.0,0.0,8.0,8.0
CLI003049,0.0,0.0,0.0,8.0,0.0
CLI003050,7.0,9.0,0.0,8.0,10.0
CLI003051,0.0,0.0,10.0,0.0,0.0
CLI003052,6.0,0.0,0.0,0.0,0.0
CLI003053,0.0,0.0,8.0,0.0,0.0
CLI003054,0.0,0.0,0.0,0.0,9.0
CLI003055,7.0,8.0,0.0,0.0,0.0
CLI003056,7.0,8.5,8.0,0.0,0.0
CLI003057,0.0,0.0,0.0,0.0,8.0
CLI003058,0.0,8.5,10.0,0.0,0.0
CLI003059,0.0,10.0,8.0,8.0,0.0
CLI003062,0.0,0.0,0.0,9.0,0.0
CLI003064,0.0,8.0,8.0,8.0,0.0
CLI003065,0.0,0.0,0.0,0.0,8.5
CLI003066,0.0,10.0,0.0,9.0,0.0
CLI003067,9.0,0.0,0.0,0.0,0.0
CLI003068,0.0,9.0,0.0,0.0,0.0
CLI003069,0.0,0.0,8.0,8.0,9.0
CLI003070,0.0,8.0,9.0,9.0,8.0
CLI003071,8.0,0.0,0.0,8.0,0.0
CLI003072,0.0,9.0,9.0,0.0,0.0
CLI003073,8.0,0.0,9.0,0.0,8.0
CLI003074,0.0,7.0,8.0,9.0,0.0
CLI003075,9.0,0.0,0.0,9.0,0.0
CLI003076,8.0,0.0,0.0,0.0,7.0
CLI003077,0.0,0.0,7.0,8.0,0.0
CLI003078,0.0,0.0,7.0,8.0,8.0
CLI003079,0.0,0.0,7.5,7.0,0.0
CLI003080,0.0,8.0,10.0,9.0,8.0
CLI003081,0.0,9.0,9.0,0.0,8.0
CLI003082,0.0,0.0,0.0,0.0,8.0
CLI003083,10.0,0.0,0.0,0.0,0.0
CLI003084,0.0,0.0,0.0,0.0,9.0
CLI003085,9.0,0.0,6.0,9.0,0.0
CLI003086,8.0,7.5,9.5,0.0,0.0
CLI003087,0.0,0.0,8.0,8.0,10.0
CLI003088,0.0,0.0,0.0,8.0,0.0
CLI003089,8.0,0.0,0.0,8.5,9.0
CLI003090,0.0,0.0,9.0,9.0,9.0
CLI003091,0.0,8.0,9.0,0.0,9.0
CLI003093,7.0,0.0,8.0,0.0,0.0
CLI003094,7.0,0.0,0.0,0.0,0.0
CLI003095,0.0,0.0,8.0,0.0,0.0
CLI003096,0.0,0.0,0.0,0.0,9.0
CLI003097,8.0,0.0,0.0,0.0,0.0
CLI003098,0.0,0.0,8.5,0.0,7.333333333333333
CLI003100,0.0,0.0,0.0,0.0,8.0
CLI003101,0.0,0.0,8.0,0.0,0.0
CLI003102,8.0,0.0,0.0,0.0,8.0
CLI003103,0.0,8.5,0.0,0.0,0.0
CLI003104,0.0,0.0,0.0,9.0,8.0
CLI003105,0.0,0.0,7.0,10.0,0.0
CLI003106,0.0,0.0,0.0,9.0,0.0
CLI003107,0.0,8.333333333333334,0.0,8.0,0.0
CLI003108,10.0,9.0,8.0,0.0,0.0
CLI003109,0.0,0.0,0.0,9.0,8.0
CLI003110,0.0,9.0,0.0,0.0,0.0
CLI003111,9.0,0.0,7.0,9.0,8.25
CLI003112,0.0,9.0,0.0,8.5,0.0
CLI003113,0.0,8.0,0.0,0.0,0.0
CLI003115,8.0,0.0,8.0,0.0,0.0
CLI003116,0.0,0.0,0.0,7.0,0.0
CLI003117,0.0,0.0,8.5,0.0,0.0
CLI003118,8.0,0.0,0.0,0.0,0.0
CLI003119,6.5,0.0,0.0,0.0,0.0
CLI003120,9.0,0.0,0.0,9.0,0.0
CLI003121,0.0,0.0,0.0,0.0,9.0
CLI003122,0.0,0.0,10.0,7.0,0.0
CLI003124,0.0,9.0,0.0,0.0,0.0
CLI003126,0.0,9.0,0.0,0.0,0.0
CLI003127,0.0,0.0,7.5,9.333333333333334,8.0
CLI003128,0.0,0.0,9.0,0.0,8.0
CLI003129,9.0,0.0,8.0,8.0,9.0
CLI003130,0.0,8.0,0.0,0.0,0.0
CLI003132,0.0,0.0,8.0,0.0,0.0
CLI003133,0.0,0.0,7.0,0.0,0.0
CLI003134,0.0,0.0,0.0,0.0,8.0
CLI003135,0.0,8.0,0.0,8.0,0.0
CLI003136,9.0,8.0,0.0,0.0,7.0
CLI003137,0.0,9.0,7.0,0.0,9.0
CLI003138,0.0,0.0,0.0,8.0,0.0
CLI003139,8.0,0.0,9.0,0.0,7.0
CLI003140,8.0,0.0,0.0,0.0,0.0
CLI003143,0.0,0.0,0.0,8.0,9.0
CLI003144,0.0,8.0,0.0,0.0,8.0
CLI003145,9.0,0.0,8.0,8.0,0.0
CLI003146,8.0,8.0,7.0,0.0,0.0
CLI003147,0.0,10.0,7.0,0.0,0.0
CLI003148,7.0,9.0,0.0,0.0,0.0
CLI003151,7.0,7.0,0.0,7.5,9.0
CLI003153,0.0,0.0,9.0,9.0,0.0
CLI003154,0.0,0.0,8.0,0.0,9.0
CLI003155,0.0,0.0,7.5,0.0,0.0
CLI003157,0.0,0.0,8.0,10.0,0.0
CLI003158,8.0,7.0,0.0,8.0,8.0
CLI003159,0.0,0.0,8.0,0.0,0.0
CLI003160,8.0,7.0,8.0,0.0,0.0
CLI003161,0.0,9.0,0.0,7.0,0.0
CLI003162,0.0,0.0,9.0,0.0,0.0
CLI003163,0.0,0.0,0.0,8.0,0.0
CLI003164,0.0,8.0,7.0,9.0,0.0
CLI003165,0.0,0.0,0.0,9.0,8.0
CLI003166,0.0,9.0,8.0,0.0,7.0
CLI003167,0.0,0.0,0.0,8.0,0.0
CLI003168,0.0,0.0,0.0,7.0,0.0
CLI003170,0.0,9.0,0.0,9.0,8.0
CLI003171,8.5,0.0,0.0,8.0,7.0
CLI003172,9.0,9.0,8.0,0.0,0.0
CLI003173,0.0,9.0,0.0,0.0,0.0
CLI003174,8.0,0.0,0.0,9.0,0.0
CLI003175,8.0,8.0,0.0,0.0,0.0
CLI003176,8.0,0.0,0.0,0.0,8.0
CLI003178,0.0,8.0,7.0,0.0,0.0
CLI003179,8.5,6.0,0.0,0.0,0.0
CLI003180,7.0,0.0,0.0,0.0,0.0
CLI003181,8.0,9.0,0.0,8.0,10.0
CLI003182,0.0,0.0,0.0,7.0,0.0
CLI003183,9.0,8.0,8.0,0.0,8.0
CLI003184,8.0,0.0,0.0,0.0,0.0
CLI003185,0.0,9.0,8.5,8.0,0.0
CLI003186,0.0,0.0,0.0,8.0,0.0
CLI003187,9.0,0.0,0.0,9.5,0.0
CLI003188,0.0,0.0,9.0,0.0,0.0
CLI003189,0.0,0.0,9.5,8.0,0.0
CLI003190,10.0,0.0,0.0,8.0,8.0
CLI003191,0.0,0.0,10.0,8.0,8.0
CLI003192,6.0,8.0,0.0,9.0,9.0
CLI003193,9.0,8.0,0.0,8.5,7.0
CLI003194,0.0,8.0,0.0,0.0,9.0
CLI003195,0.0,8.0,0.0,0.0,8.0
CLI003196,8.0,0.0,0.0,0.0,0.0
CLI003197,0.0,8.0,6.0,0.0,0.0
CLI003198,9.0,10.0,7.0,9.0,0.0
CLI003199,0.0,7.0,0.0,0.0,8.0
CLI003200,7.0,0.0,0.0,0.0,0.0
CLI003201,0.0,0.0,0.0,8.0,7.0
CLI003202,0.0,8.0,0.0,0.0,0.0
CLI003203,0.0,0.0,0.0,0.0,7.5
CLI003204,0.0,0.0,0.0,8.0,0.0
CLI003205,0.0,0.0,8.0,7.5,0.0
CLI003206,7.0,0.0,0.0,9.0,8.0
CLI003207,0.0,8.0,0.0,0.0,0.0
CLI003208,6.0,0.0,0.0,0.0,7.5
CLI003209,0.0,0.0,8.0,7.0,0.0
CLI003210,8.0,0.0,8.0,0.0,10.0
CLI003211,0.0,0.0,0.0,10.0,7.0
CLI003212,0.0,8.0,9.0,7.0,9.0
CLI003213,0.0,8.0,0.0,0.0,0.0
CLI003214,0.0,9.0,0.0,0.0,0.0
CLI003215,0.0,9.0,9.0,0.0,0.0
CLI003217,10.0,0.0,9.0,0.0,0.0
CLI003218,8.0,7.0,0.0,9.0,0.0
CLI003219,0.0,0.0,8.0,8.0,7.0
CLI003220,0.0,0.0,8.0,9.0,0.0
CLI003222,7.0,0.0,0.0,0.0,0.0
CLI003223,0.0,0.0,8.0,0.0,0.0
CLI003225,9.0,0.0,10.0,0.0,0.0
CLI003226,9.0,0.0,8.0,0.0,0.0
CLI003227,0.0,9.0,0.0,0.0,0.0
CLI003228,6.0,0.0,10.0,0.0,0.0
CLI003229,0.0,0.0,9.0,7.0,8.5
CLI003230,9.0,0.0,0.0,8.0,8.0
CLI003231,0.0,8.0,0.0,7.0,8.0
CLI003232,0.0,0.0,7.0,0.0,7.0
CLI003233,0.0,0.0,8.0,0.0,7.0
CLI003234,8.0,0.0,8.0,0.0,0.0
CLI003235,0.0,8.333333333333334,0.0,0.0,0.0
CLI003236,0.0,0.0,0.0,0.0,9.0
CLI003237,0.0,0.0,0.0,9.0,0.0
CLI003238,7.0,0.0,0.0,7.0,0.0
CLI003239,0.0,0.0,9.0,8.0,0.0
CLI003240,0.0,0.0,0.0,9.0,9.0
CLI003241,8.0,0.0,0.0,8.0,0.0
CLI003242,10.0,0.0,8.0,0.0,0.0
CLI003243,0.0,8.0,0.0,0.0,0.0
CLI003244,0.0,8.5,0.0,10.0,8.0
CLI003245,9.0,9.0,0.0,0.0,0.0
CLI003247,7.0,0.0,0.0,7.0,10.0
CLI003248,0.0,6.5,9.0,0.0,0.0
CLI003249,0.0,0.0,8.0,8.0,0.0
CLI003250,0.0,8.0,8.5,0.0,8.0
CLI003251,0.0,0.0,7.0,0.0,8.0
CLI003252,0.0,0.0,0.0,8.5,0.0
CLI003253,0.0,8.0,0.0,0.0,7.0
CLI003254,0.0,0.0,9.0,0.0,0.0
CLI003255,8.0,0.0,0.0,0.0,8.0
CLI003256,0.0,9.0,8.0,0.0,0.0
CLI003257,0.0,0.0,9.0,9.0,0.0
CLI003258,0.0,0.0,8.0,8.0,8.0
CLI003259,0.0,6.0,0.0,8.0,0.0
CLI003260,0.0,9.0,10.0,0.0,0.0
CLI003261,0.0,6.0,0.0,0.0,0.0
CLI003262,8.0,0.0,0.0,0.0,0.0
CLI003263,0.0,0.0,10.0,9.0,9.0
CLI003264,0.0,8.5,0.0,0.0,0.0
CLI003265,0.0,0.0,8.0,8.0,9.0
CLI003266,8.0,0.0,9.0,8.0,8.0
CLI003267,0.0,0.0,0.0,0.0,7.0
CLI003268,0.0,0.0,0.0,8.0,0.0
CLI003271,8.0,0.0,0.0,0.0,0.0
CLI003272,0.0,8.0,0.0,8.0,0.0
CLI003274,0.0,0.0,7.0,0.0,7.5
CLI003275,0.0,7.0,0.0,9.0,8.0
CLI003276,8.0,9.0,9.0,7.0,0.0
CLI003277,8.0,0.0,0.0,0.0,9.0
CLI003278,7.0,0.0,0.0,0.0,7.0
CLI003279,0.0,0.0,0.0,10.0,0.0
CLI003280,0.0,0.0,0.0,0.0,8.0
CLI003281,0.0,0.0,0.0,0.0,7.0
CLI003282,7.0,0.0,7.5,0.0,0.0
CLI003283,0.0,9.0,8.0,0.0,0.0
CLI003284,8.5,0.0,7.0,0.0,0.0
CLI003285,0.0,8.0,0.0,0.0,0.0
CLI003286,8.0,0.0,0.0,10.0,0.0
CLI003287,0.0,8.0,8.0,0.0,9.0
CLI003289,0.0,0.0,6.0,0.0,10.0
CLI003290,0.0,8.0,0.0,0.0,0.0
CLI003291,0.0,0.0,0.0,0.0,10.0
CLI003292,0.0,7.0,0.0,8.0,0.0
CLI003293,8.0,0.0,0.0,0.0,7.0
CLI003294,0.0,0.0,8.0,8.0,0.0
CLI003295,8.0,9.0,9.0,0.0,0.0
CLI003296,0.0,7.0,0.0,8.0,0.0
CLI003297,0.0,0.0,9.0,0.0,0.0
CLI003298,0.0,0.0,10.0,0.0,0.0
CLI003299,0.0,0.0,0.0,7.5,0.0
CLI003300,9.0,0.0,7.5,0.0,9.0
CLI003301,8.0,0.0,8.5,0.0,0.0
CLI003302,0.0,0.0,7.0,9.0,0.0
CLI003304,0.0,0.0,0.0,0.0,8.0
CLI003306,0.0,0.0,0.0,0.0,7.0
CLI003307,8.0,8.0,0.0,8.0,0.0
CLI003308,8.0,9.0,0.0,0.0,8.0
CLI003309,8.0,9.0,0.0,0.0,0.0
CLI003310,0.0,0.0,0.0,9.0,0.0
CLI003311,0.0,8.0,0.0,0.0,8.0
CLI003313,0.0,0.0,8.0,0.0,0.0
CLI003314,0.0,0.0,0.0,7.0,0.0
CLI003316,0.0,0.0,7.666666666666667,0.0,8.0
CLI003317,0.0,8.0,0.0,7.0,0.0
CLI003318,0.0,8.0,8.5,8.0,10.0
CLI003319,0.0,0.0,0.0,7.0,8.0
CLI003320,0.0,7.0,0.0,0.0,9.0
CLI003321,6.0,0.0,0.0,7.0,0.0
CLI003322,0.0,7.0,0.0,9.0,7.0
CLI003323,0.0,8.0,0.0,9.0,0.0
CLI003324,0.0,8.0,0.0,0.0,0.0
CLI003325,0.0,8.5,7.0,0.0,7.0
CLI003326,10.0,0.0,0.0,9.0,8.0
CLI003327,0.0,0.0,7.0,8.0,7.0
CLI003329,8.0,0.0,0.0,0.0,0.0
CLI003330,7.0,0.0,8.0,8.0,8.0
CLI003331,9.0,0.0,7.0,0.0,9.0
CLI003332,0.0,0.0,9.0,7.0,0.0
CLI003333,8.0,8.0,7.0,0.0,8.0
CLI003334,9.0,0.0,0.0,8.0,0.0
CLI003335,9.0,0.0,0.0,7.0,0.0
CLI003336,9.0,8.0,6.5,9.0,7.5
CLI003337,0.0,7.0,0.0,0.0,7.0
CLI003338,0.0,0.0,0.0,0.0,8.0
CLI003339,6.0,0.0,8.0,8.0,0.0
CLI003340,7.0,0.0,10.0,0.0,8.0
CLI003341,8.0,0.0,0.0,7.0,9.0
CLI003342,9.0,0.0,8.0,9.0,0.0
CLI003343,0.0,8.0,7.0,0.0,8.5
CLI003344,0.0,9.0,0.0,9.0,9.0
CLI003345,7.0,0.0,0.0,8.0,0.0
CLI003347,0.0,0.0,8.0,0.0,8.0
CLI003348,0.0,9.0,0.0,7.5,0.0
CLI003349,0.0,0.0,0.0,8.0,0.0
CLI003351,8.0,8.0,0.0,0.0,0.0
CLI003352,7.0,0.0,0.0,0.0,6.0
CLI003354,0.0,0.0,0.0,9.0,0.0
CLI003355,0.0,0.0,9.0,0.0,0.0
CLI003356,0.0,9.0,0.0,6.0,0.0
CLI003357,0.0,7.0,7.5,0.0,8.5
CLI003359,0.0,7.0,8.0,9.0,0.0
CLI003360,7.0,0.0,0.0,8.0,0.0
CLI003361,7.0,7.5,6.0,0.0,0.0
CLI003362,7.0,9.0,0.0,7.0,0.0
CLI003363,0.0,0.0,8.0,0.0,8.0
CLI003364,9.0,0.0,9.0,8.0,8.0
CLI003365,0.0,0.0,7.0,0.0,0.0
CLI003366,9.0,0.0,0.0,8.0,0.0
CLI003367,0.0,0.0,8.5,0.0,0.0
CLI003368,0.0,7.0,0.0,8.0,8.0
CLI003369,0.0,8.0,0.0,0.0,0.0
CLI003370,9.0,0.0,7.0,0.0,9.0
CLI003371,8.0,7.0,0.0,7.0,8.5
CLI003372,0.0,0.0,7.0,0.0,7.0
CLI003373,0.0,7.0,0.0,0.0,8.0
CLI003374,0.0,8.0,0.0,8.333333333333334,0.0
CLI003375,0.0,9.0,0.0,0.0,0.0
CLI003376,0.0,7.0,0.0,0.0,0.0
CLI003377,0.0,0.0,9.0,0.0,8.0
CLI003378,0.0,8.0,0.0,0.0,0.0
CLI003380,0.0,0.0,9.0,0.0,8.0
CLI003381,8.0,0.0,0.0,8.0,0.0
CLI003382,0.0,7.0,0.0,0.0,7.0
CLI003383,0.0,8.0,0.0,0.0,9.333333333333334
CLI003384,0.0,0.0,0.0,0.0,7.0
